Mod:Item:MetaData, Localized Name
industrialupgrade:transformer_iu:5, Трансформатор ПкВН
industrialupgrade:transformer_iu:6, Трансформатор МВН
industrialupgrade:gen_sunnarium:0, Производитель саннариума
industrialupgrade:basemachine3:1, Радиационный очиститель
industrialupgrade:basemachine3:2, Приватизатор
industrialupgrade:basemachine3:3, Настройщик беспроводной связи
industrialupgrade:basemachine3:4, Автоматический охотник
industrialupgrade:basemachine3:5, Электрический нагреватель
industrialupgrade:basemachine3:6, Жидкостный нагреватель
industrialupgrade:basemachine1:3, Улучшенный производитель сплавов
industrialupgrade:basemachine1:4, Улучшенный геотермальный генератор
industrialupgrade:basemachine1:5, Продвинутый геотермальный генератор
industrialupgrade:basemachine1:6, Совершенный геотермальный генератор
industrialupgrade:basemachine1:7, Улучшенный ядерный реактор
industrialupgrade:basemachine1:8, Продвинутый ядерный реактор
industrialupgrade:basemachine1:9, Совершенный ядерный реактор
industrialupgrade:basemachine1:10, Обогатитель
industrialupgrade:basemachine1:11, Реактор ядерного синтеза
industrialupgrade:basemachine1:12, Минеральный сепаратор
industrialupgrade:basemachine1:13, Производитель иссушителей
industrialupgrade:basemachine1:14, Магнитный уловитель
industrialupgrade:basemachine1:15, Магнитный генератор
industrialupgrade:basemachine2:0, §9Комбинированный генератор материи
industrialupgrade:basemachine2:1, Рыболовная машина
industrialupgrade:basemachine2:2, Анализатор
industrialupgrade:basemachine2:3, Красильная машина
industrialupgrade:basemachine2:4, Дизельный генератор
industrialupgrade:basemachine2:5, Бензиновый генератор
industrialupgrade:basemachine2:6, Улучшенная помпа
industrialupgrade:basemachine2:7, Продвинутая помпа
industrialupgrade:basemachine2:8, Хранилище опыта
industrialupgrade:basemachine2:9, Водородный генератор
industrialupgrade:basemachine2:10, Генератор обсидиана
industrialupgrade:basemachine2:11, Химический завод
industrialupgrade:basemachine2:12, Генератор лавы
industrialupgrade:basemachine2:13, Пластавтомат
industrialupgrade:basemachine2:14, Генератор гелия
industrialupgrade:basemachine2:15, Электролизёр
industrialupgrade:solid:0, Генератор воздушной твёрдой материи
industrialupgrade:solid:1, Генератор водяной твёрдой материи
industrialupgrade:solid:2, Генератор земляной твёрдой материи
industrialupgrade:solid:3, Генератор краевой твёрдой материи
industrialupgrade:solid:4, Генератор твёрдой материи
industrialupgrade:solid:5, Генератор адской твёрдой материи
industrialupgrade:solid:6, Генератор ночной твёрдой материи
industrialupgrade:solid:7, Генератор солнечной твёрдой материи
industrialupgrade:imp_chamber:0, Продвинутая реакторная камера
industrialupgrade:adv_chamber:0, Улучшенная реакторная камера
ic2:te:1, Промышленный динамит
ic2:te:2, Ядерная бомба
ic2:te:3, Генератор
ic2:te:4, Геотермальный генератор
ic2:te:5, Кинетический генератор
ic2:te:6, Радиоизотопный термоэлектрический генератор
ic2:te:7, Полужидкостный генератор
ic2:te:8, Солнечная панель
ic2:te:9, Генератор Стирлинга
ic2:te:10, Гидрогенератор
ic2:te:11, Ветрогенератор
ic2:te:12, Электрический теплогенератор
ic2:te:13, Жидкостный теплогенератор
ic2:te:14, Радиоизотопный теплогенератор
ic2:te:15, Твердотопливный теплогенератор
ic2:te:16, Электрический кинетический генератор
ic2:te:17, Ручной кинетический генератор
ic2:te:18, Кинетический парогенератор
ic2:te:19, Кинетический генератор Стирлинга
ic2:te:20, Кинетический гидрогенератор
ic2:te:21, Кинетический ветрогенератор
ic2:te:22, Ядерный реактор
ic2:te:23, Реакторный люк
ic2:te:24, Реакторная камера
ic2:te:25, Реакторный насос-порт
ic2:te:26, Реакторный проводник красного сигнала
ic2:te:27, Конденсатор пара
ic2:te:28, Разливочная машина
ic2:te:29, Жидкостный распределитель
ic2:te:30, Регулятор жидкости
ic2:te:31, Жидкостный теплообменник
ic2:te:32, Помпа
ic2:te:33, Солнечный опреснитель
ic2:te:34, Парогенератор
ic2:te:35, Предметный буфер
ic2:te:36, Электролампа
ic2:te:37, Намагничиватель
ic2:te:38, Электрическая сортирующая машина
ic2:te:39, Телепорт
ic2:te:40, Терраформер
ic2:te:41, Катушка Теслы
ic2:te:42, Наполнитель
ic2:te:43, Сжиматель
ic2:te:44, Электрическая печь
ic2:te:45, Экстрактор
ic2:te:46, Железная печь
ic2:te:47, Дробитель
ic2:te:48, Утилизатор
ic2:te:49, Консервирующая машина
ic2:te:50, Доменная печь
ic2:te:51, Режущая машина
ic2:te:52, Тепловая центрифуга
ic2:te:53, Ферментер
ic2:te:54, Индукционная печь
ic2:te:55, Металлоформовочная машина
ic2:te:56, Рудопромывочная машина
ic2:te:57, Улучшенная буровая установка
ic2:te:58, Сборщик урожая
ic2:te:59, Автосадовник
ic2:te:60, Буровая установка
ic2:te:92, Генератор материи
ic2:te:93, Сборочный стол для материи
ic2:te:61, Генератор жидкой материи
ic2:te:62, Хранилище шаблонов
ic2:te:63, Репликатор
ic2:te:64, Сканер
ic2:te:65, Энергообменник
ic2:te:66, Личный сейф
ic2:te:67, Ресурсообменник
ic2:te:94, Trading Terminal
ic2:te:68, Заряжающая плита (Эн.хр)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:72, Энергохранилище
ic2:te:73, МЭСН
ic2:te:74, МФЭ
ic2:te:75, МФСУ
ic2:te:76, Электролизёр
ic2:te:77, Трансформатор НН
ic2:te:78, Трансформатор СН
ic2:te:79, Трансформатор ВН
ic2:te:80, Трансформатор СВН
ic2:te:81, Бак
ic2:te:82, Загрузчик чанков
ic2:te:83, Компактный предметный буфер
ic2:te:86, Творческий генератор
ic2:te:87, Преобразователь пара
ic2:te:90, Весовой жидкостный распределитель
ic2:te:91, Весовой предметный распределитель
ic2:te:84, Впрыскиватель реакторного хладагента (красного)
ic2:te:85, Впрыскиватель реакторного хладагента (лазуритового)
ic2:te:88, Промышленный верстак
ic2:te:89, Автоматический верстак
ic2:te:100, Коксовая батарея
ic2:te:101, Люк коксовой батареи
ic2:te:102, Поддон коксовой батареи
ic2:te:111, Деревянный контейнер
ic2:te:112, Железный контейнер
ic2:te:113, Бронзовый контейнер
ic2:te:114, Стальной контейнер
ic2:te:115, Иридиевый контейнер
